epoch,branch1_3class_branch1_accuracy,branch1_3class_loss,branch2_4class_branch2_accuracy,branch2_4class_loss,fusion_output_fusion_accuracy,fusion_output_loss,learning_rate,loss,val_branch1_3class_branch1_accuracy,val_branch1_3class_loss,val_branch2_4class_branch2_accuracy,val_branch2_4class_loss,val_fusion_output_fusion_accuracy,val_fusion_output_loss,val_loss
19,0.949104368686676,0.1273413449525833,0.955359697341919,0.12406618148088455,0.9493886828422546,0.13241517543792725,0.0010000000474974513,0.1275942474603653,0.5836653113365173,1.8285974264144897,0.5604249835014343,1.9751449823379517,0.5743691921234131,1.8986953496932983,1.9416882991790771
20,0.9573500156402588,0.10993659496307373,0.959624707698822,0.10767664760351181,0.9610463380813599,0.11127682030200958,0.0010000000474974513,0.10940458625555038,0.8446215391159058,0.5053158402442932,0.8552457094192505,0.45872774720191956,0.8486055731773376,0.4876730740070343,0.49046745896339417
21,0.9624680280685425,0.09905572980642319,0.9655956625938416,0.09705899655818939,0.9593403339385986,0.10448376089334488,0.0010000000474974513,0.09988514333963394,0.9043824672698975,0.2981157898902893,0.8930943012237549,0.3066461980342865,0.8937582969665527,0.32235270738601685,0.31488409638404846
22,0.9681546688079834,0.07957751303911209,0.9721353650093079,0.08164861798286438,0.969007670879364,0.08238422870635986,0.0010000000474974513,0.08124998211860657,0.7589641213417053,0.7655033469200134,0.7576361298561096,0.7546609044075012,0.7443559169769287,0.8567635416984558,0.7610820531845093
23,0.9658800363540649,0.0968979075551033,0.9644583463668823,0.09539876133203506,0.9661643505096436,0.09845652431249619,0.0010000000474974513,0.09675617516040802,0.5969455242156982,1.8770757913589478,0.5869854092597961,1.8578405380249023,0.5936254858970642,1.880149483680725,1.86333167552948
24,0.9593403339385986,0.09916564077138901,0.9601933360099792,0.09877614676952362,0.9604776501655579,0.103107750415802,0.0010000000474974513,0.10019737482070923,0.8167330622673035,0.5928946137428284,0.8147410154342651,0.619502067565918,0.8067728877067566,0.6353607177734375,0.6283626556396484
25,0.9709979891777039,0.08021032065153122,0.9738413691520691,0.08201169967651367,0.968438982963562,0.08433813601732254,0.0010000000474974513,0.08221901208162308,0.8592297434806824,0.4519156515598297,0.8585657477378845,0.48815226554870605,0.8559097051620483,0.48052242398262024,0.4844489097595215
26,0.9738413691520691,0.0728529766201973,0.9729883670806885,0.07190689444541931,0.9741256833076477,0.07512708753347397,0.0010000000474974513,0.07320302724838257,0.8107569813728333,0.7284758687019348,0.8114209771156311,0.7117913365364075,0.8094289302825928,0.7395301461219788,0.6847949028015137
27,0.9741256833076477,0.06427675485610962,0.9769690036773682,0.06185726821422577,0.9761160016059875,0.06544393301010132,0.0010000000474974513,0.06357444822788239,0.9189907312393188,0.24428659677505493,0.9183266758918762,0.23110313713550568,0.9169986844062805,0.2528502941131592,0.24638652801513672
28,0.9752629995346069,0.06629009544849396,0.9769690036773682,0.06724987179040909,0.9752629995346069,0.06834959238767624,0.0010000000474974513,0.06733926385641098,0.8313413262367249,0.7315109372138977,0.8326693177223206,0.7227867245674133,0.8326693177223206,0.7665346264839172,0.7531931400299072
29,0.9798123240470886,0.056824419647455215,0.9803810119628906,0.056458890438079834,0.97952800989151,0.06001497060060501,0.0010000000474974513,0.057596173137426376,0.8127490282058716,0.8602487444877625,0.812084972858429,0.8563103079795837,0.8034528493881226,0.9539454579353333,0.8983150124549866
30,0.9803810119628906,0.052639514207839966,0.9843616485595703,0.04978619143366814,0.9815183281898499,0.053201936185359955,0.0010000000474974513,0.05170712620019913,0.8227091431617737,0.6114199757575989,0.8074369430541992,0.6803146004676819,0.8107569813728333,0.6943070888519287,0.6770386099815369
31,0.9798123240470886,0.05451478064060211,0.9769690036773682,0.051065899431705475,0.9755473136901855,0.05844391882419586,0.0010000000474974513,0.05425594747066498,0.8758299946784973,0.5890331864356995,0.8837981224060059,0.5809086561203003,0.879814088344574,0.5906290411949158,0.59794020652771
32,0.9849303364753723,0.040856536477804184,0.9852146506309509,0.038626767694950104,0.9846460223197937,0.041596341878175735,0.0010000000474974513,0.04021396487951279,0.8950863480567932,0.4413181245326996,0.8950863480567932,0.444332093000412,0.8977423906326294,0.4575178325176239,0.45629554986953735
33,0.9860676527023315,0.03723927587270737,0.9877736568450928,0.03537589684128761,0.9854990243911743,0.03920215740799904,0.0010000000474974513,0.03708893060684204,0.9110226035118103,0.3743453025817871,0.9143426418304443,0.35634371638298035,0.91567063331604,0.3737967908382416,0.3742564022541046
34,0.9877736568450928,0.03552857041358948,0.9869206547737122,0.03384982794523239,0.9869206547737122,0.036218248307704926,0.0010000000474974513,0.03506215661764145,0.8439574837684631,0.8284330368041992,0.8300132751464844,0.9295520186424255,0.8393094539642334,0.9046933650970459,0.9095228910446167
35,0.9761160016059875,0.06968241930007935,0.9792436957359314,0.06763041019439697,0.9761160016059875,0.07403289526700974,0.0010000000474974513,0.07022266834974289,0.8917662501335144,0.43568822741508484,0.8917662501335144,0.4474535882472992,0.8891102075576782,0.4462343752384186,0.45237448811531067
36,0.9744099974632263,0.0639079287648201,0.9752629995346069,0.065038301050663,0.9772533178329468,0.06519367545843124,0.0010000000474974513,0.06477107852697372,0.7861886024475098,1.0101591348648071,0.7822045087814331,1.0398510694503784,0.7775564193725586,1.028088092803955,1.0478806495666504
37,0.9843616485595703,0.04261128604412079,0.9820870161056519,0.04521510377526283,0.9843616485595703,0.043315988034009933,0.0010000000474974513,0.04389655962586403,0.5743691921234131,3.0964763164520264,0.5869854092597961,2.985041379928589,0.5830013155937195,2.8912174701690674,3.049893617630005
38,0.9909013509750366,0.025559350848197937,0.9909013509750366,0.02524387836456299,0.9903326630592346,0.026198070496320724,0.0010000000474974513,0.02564510516822338,0.9269588589668274,0.25623852014541626,0.9302788972854614,0.24971574544906616,0.9282868504524231,0.27398332953453064,0.2640821933746338
39,0.9883423447608948,0.03397051990032196,0.9889110326766968,0.034341298043727875,0.9897639751434326,0.03253776207566261,0.0010000000474974513,0.033682070672512054,0.9136786460876465,0.3848477900028229,0.9143426418304443,0.3859282433986664,0.9143426418304443,0.39242327213287354,0.3952712416648865
40,0.9843616485595703,0.04393560811877251,0.9852146506309509,0.04293529689311981,0.9829400181770325,0.049298956990242004,0.0010000000474974513,0.04516294226050377,0.8452855348587036,0.5942171216011047,0.8419654965400696,0.5964175462722778,0.8419654965400696,0.6569620966911316,0.6261479258537292
41,0.9857833385467529,0.037145260721445084,0.9837930202484131,0.0372249037027359,0.9837930202484131,0.041075874119997025,0.0010000000474974513,0.03838678076863289,0.8525896668434143,0.7333239912986755,0.8579017519950867,0.7129296660423279,0.8552457094192505,0.7441444396972656,0.7429169416427612
42,0.9891953468322754,0.035183317959308624,0.9911856651306152,0.03522074967622757,0.9889110326766968,0.03699300065636635,0.0010000000474974513,0.03576028347015381,0.8426294922828674,0.7919486165046692,0.8193891048431396,0.9401620030403137,0.824701189994812,0.9946085810661316,0.8933855295181274
43,0.9886266589164734,0.03148987144231796,0.9886266589164734,0.027748119086027145,0.9880580306053162,0.031011635437607765,0.0010000000474974513,0.029853710904717445,0.91567063331604,0.3408263623714447,0.9183266758918762,0.34502556920051575,0.9169986844062805,0.34061548113822937,0.34926411509513855
44,0.9809496998786926,0.05489211902022362,0.9803810119628906,0.05546693876385689,0.980096697807312,0.0603361651301384,0.0010000000474974513,0.05680064484477043,0.8067728877067566,0.8326618075370789,0.8173970580101013,0.8072568774223328,0.8134130239486694,0.8135666251182556,0.8330413103103638
45,0.9860676527023315,0.04026844725012779,0.9849303364753723,0.04083508625626564,0.9846460223197937,0.04251515492796898,0.0010000000474974513,0.04119949787855148,0.9023904204368591,0.4305895268917084,0.9116865992546082,0.39689362049102783,0.9130145907402039,0.39556336402893066,0.4147029221057892
46,0.9928916692733765,0.022521963343024254,0.9906169772148132,0.02280794270336628,0.9917543530464172,0.02401358261704445,0.0010000000474974513,0.023098964244127274,0.9548472762107849,0.16973190009593964,0.9561753273010254,0.15962760150432587,0.9541832804679871,0.17095334827899933,0.16936330497264862
47,0.9928916692733765,0.018361102789640427,0.9943133592605591,0.01778377778828144,0.9931759834289551,0.017756899818778038,0.0010000000474974513,0.017956290394067764,0.8804780840873718,0.5371072888374329,0.8751659989356995,0.5569536685943604,0.8758299946784973,0.5654367208480835,0.5645712614059448
48,0.9891953468322754,0.032355841249227524,0.9869206547737122,0.03368455916643143,0.9869206547737122,0.03624490275979042,0.0010000000474974513,0.03406542167067528,0.8778220415115356,0.5584861040115356,0.886454164981842,0.5340509414672852,0.886454164981842,0.5438873171806335,0.5551645755767822
49,0.9897639751434326,0.030475899577140808,0.990048348903656,0.03086954541504383,0.9897639751434326,0.0313236378133297,0.0010000000474974513,0.0309080109000206,0.8904382586479187,0.5137477517127991,0.892430305480957,0.5017350316047668,0.8877822160720825,0.5605432987213135,0.5333907008171082
